usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
palma.thais,palma.thais,"Meu irmão era incentivado a praticar esportes, fazer cursos, enquanto pra mim tudo era caro, longe, difícil. O único que consegui foi fazer natação, pq ele ia, quando ele não quis mais fazer, me tiraram tbm, mesmo eu adorando. Uma vez fizemos uma aula experimental de Karatê e eu me sai muito melhor que ele, resultado: não houve matrícula, mesmo eu implorando ao nosso avô",2023-01-15T19:26:33Z,"Jan 15, 2023",122w,0,708,"Meu irmão era incentivado a praticar esportes, fazer cursos, enquanto pra mim tudo era caro, longe, difícil. O único que consegui foi fazer natação, pq ele ia, quando ele não quis mais fazer, me tiraram tbm, mesmo eu adorando. Uma vez fizemos uma aula experimental de Karatê e eu me sai muito melhor que ele, resultado: não houve matrícula, mesmo eu implorando ao nosso avô",65,,1,diferenciacao_educacional,0,neutro,0,0
li_cotrin,li_cotrin,"O meu irmão que escolhia sempre a programação da TV na hora do almoço, o melhor pedaço de carne era o dele e minha mãe que fazia o prato dele primeiro pr depois eu fazer o meu, e ainda tinha que tirar toda a mesa e arrumar enquanto ele via a TV!!!",2023-01-15T19:26:39Z,"Jan 15, 2023",122w,0,709,"O meu irmão que escolhia sempre a programação da TV na hora do almoço, o melhor pedaço de carne era o dele e minha mãe que fazia o prato dele primeiro pr depois eu fazer o meu, e ainda tinha que tirar toda a mesa e arrumar enquanto ele via a TV!!!",52,,2,diferenciacao_domestica,0,neutro,0,0
carol.emidio_,carol.emidio_,"Em casa era minha mãe, dizia: ""você que é mulher e tem que me ajudar"" os meninos nunca faziam nada😢",2023-01-15T19:29:34Z,"Jan 15, 2023",122w,0,710,"Em casa era minha mãe, dizia: ""você que é mulher e tem que me ajudar"" os meninos nunca faziam nada😢",20,,1,diferenciacao_domestica,0,neutro,0,0
lisvidal,lisvidal,"Não poder dirigir o carro do meu pai, ser criticada pela minha roupa… meu irmão mais novo poder levar namorada pra dormir em casa e eu, mesmo ja tendo namorado 3x antes, não podia levar namorado pra dormir em casa 3 anos depois quando eu questionei isso, tive que ouvir que a culpa era minha porque “nunca tinha pedido direito” e porque “claro, olha os namorados que você escolhia.. óbvio que meu pai não ia deixar” 🙄 em todas as brigas entre nós: meu irmão sempre tinha razão e eu NUNCA era ouvida… até socar parede meu irmão socou… mas a errada era SEMPRE eu!! E hoje quando eu falo de machismo nessa relação pra família: continuo estando errada, continuo sendo culpada porque “você é difícil.. não tem nada a ver como machismo”… paciência, viu?",2023-01-15T19:31:55Z,"Jan 15, 2023",122w,0,711,"Não poder dirigir o carro do meu pai, ser criticada pela minha roupa… meu irmão mais novo poder levar namorada pra dormir em casa e eu, mesmo ja tendo namorado 3x antes, não podia levar namorado pra dormir em casa 3 anos depois quando eu questionei isso, tive que ouvir que a culpa era minha porque “nunca tinha pedido direito” e porque “claro, olha os namorados que você escolhia.. óbvio que meu pai não ia deixar” 🙄 em todas as brigas entre nós: meu irmão sempre tinha razão e eu NUNCA era ouvida… até socar parede meu irmão socou… mas a errada era SEMPRE eu!! E hoje quando eu falo de machismo nessa relação pra família: continuo estando errada, continuo sendo culpada porque “você é difícil.. não tem nada a ver como machismo”… paciência, viu?",135,,4,diferenciacao_domestica,-0.5,negativo,0.5,2
manuprimlima,manuprimlima,"Hj em dia, tenho um casal. Meus filhos são tratados com igualdade, desde as bonecas que meu menino pega pra brincar, até os carrinhos e bolas de futebol que minha menina gosta de brincar. Eles ainda são pequenos, mas são participativos e colaborativos. Procuro ser sempre justa com os dois. Claro que cometo alguns erros, mas estou fazendo meu melhor, e creio que eles serão melhores que eu 🙌",2023-01-15T19:33:13Z,"Jan 15, 2023",122w,0,712,"Hj em dia, tenho um casal. Meus filhos são tratados com igualdade, desde as bonecas que meu menino pega pra brincar, até os carrinhos e bolas de futebol que minha menina gosta de brincar. Eles ainda são pequenos, mas são participativos e colaborativos. Procuro ser sempre justa com os dois. Claro que cometo alguns erros, mas estou fazendo meu melhor, e creio que eles serão melhores que eu 🙌",69,,1,diferenciacao_domestica,1,positivo,1,1
lu_mmortiz,lu_mmortiz,"Eu me minhas duas irmãs não tínhamos direito de sair nos finais de semana, tínhamos que ajudar nas tarefas de casa, não podíamos fumar nem viajar com amigas enquanto meu irmão fazia tudo isso e ainda tinha tudo pronto nas mãos 😢",2023-01-15T19:35:21Z,"Jan 15, 2023",122w,1,713,"Eu me minhas duas irmãs não tínhamos direito de sair nos finais de semana, tínhamos que ajudar nas tarefas de casa, não podíamos fumar nem viajar com amigas enquanto meu irmão fazia tudo isso e ainda tinha tudo pronto nas mãos 😢",42,,2,diferenciacao_domestica,0,neutro,0,0
luandagabrielatavares,luandagabrielatavares,"Aqui em casa a lei é a seguinte; sujou, limpou independentemente se for menino ou menina todos tem obrigações. Sou mãe de 4 dois meninos é 2 meninas😍",2023-01-15T19:35:41Z,"Jan 15, 2023",122w,0,714,"Aqui em casa a lei é a seguinte; sujou, limpou independentemente se for menino ou menina todos tem obrigações. Sou mãe de 4 dois meninos é 2 meninas😍",28,,1,diferenciacao_domestica,0,neutro,0,0
eli.ane.coelho,eli.ane.coelho,"Meu pai não queria que eu estudasse, mesmo indo bem na escola, mas minha mãe me matriculou , e eu fui um tempo escondida pra 5a série.",2023-01-15T19:41:13Z,"Jan 15, 2023",122w,0,715,"Meu pai não queria que eu estudasse, mesmo indo bem na escola, mas minha mãe me matriculou , e eu fui um tempo escondida pra 5a série.",27,,1,diferenciacao_educacional,0,neutro,0,0
valente7010,valente7010,"Nem me sinto em condições de comentar, pois este modo desigual de tratamento tornou muito difícil a relação com o meu irmão, sobretudo após a partida dos nossos pais",2023-01-15T19:41:13Z,"Jan 15, 2023",122w,0,716,"Nem me sinto em condições de comentar, pois este modo desigual de tratamento tornou muito difícil a relação com o meu irmão, sobretudo após a partida dos nossos pais",29,,1,consciencia_resistencia,-0.5,negativo,0.5,1
_perfildesativadoxx,_perfildesativadoxx,Irmão podia dormir com a namorada (lá em casa) e meu namorado não podia dormir!,2023-01-15T19:42:47Z,"Jan 15, 2023",122w,2,717,Irmão podia dormir com a namorada (lá em casa) e meu namorado não podia dormir!,15,,2,diferenciacao_domestica,0,neutro,0,0
rafaellej,rafaellej,"Lá em casa eu sempre considerei diferente e hj entendo que foi o melhor. Minha mãe pedia ajuda minha e do meu irmão com a casa (colocar as coisas no lugar e passar uma vassoura) e lavar a louça. Nos organizamos do jeito que achávamos melhor, tinha dia q ele lavava e eu arrumava e vice versa. Lembro que nunca fomos cobrados p faxinar, fazer comida e lavar roupa (coisas mais 'dificeis' era com a minha mãe). Ela como mãe solo (mesmo tendo casado de novo) tentou fazer o melhor. Hj tbm sou mãe de um casal e pretendo me organizar p fazer o mesmo... Criar adultos funcionais. @lusarape0",2023-01-15T19:42:49Z,"Jan 15, 2023",122w,1,718,"Lá em casa eu sempre considerei diferente e hj entendo que foi o melhor. Minha mãe pedia ajuda minha e do meu irmão com a casa (colocar as coisas no lugar e passar uma vassoura) e lavar a louça. Nos organizamos do jeito que achávamos melhor, tinha dia q ele lavava e eu arrumava e vice versa. Lembro que nunca fomos cobrados p faxinar, fazer comida e lavar roupa (coisas mais 'dificeis' era com a minha mãe). Ela como mãe solo (mesmo tendo casado de novo) tentou fazer o melhor. Hj tbm sou mãe de um casal e pretendo me organizar p fazer o mesmo... Criar adultos funcionais.",108,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
catarina_vidademae,catarina_vidademae,"Eu fazia as tarefas domésticas, ele podia me provocar e até bater, mas eu tinh que me calar e e hipótese alguma contar ao meu pai para ele não apanhar. Só podia sair se ele não estivesse de castigo, ele ganhou um carro com 18 anos eu não. Fomos trabalhar para o meu pai e ele ganhava o dobro do que ganhava e trabalhava menos... minhas roupas eram da riachuelo e lojas baratas, as dele eram da m officer...",2023-01-15T19:43:56Z,"Jan 15, 2023",122w,0,719,"Eu fazia as tarefas domésticas, ele podia me provocar e até bater, mas eu tinh que me calar e e hipótese alguma contar ao meu pai para ele não apanhar. Só podia sair se ele não estivesse de castigo, ele ganhou um carro com 18 anos eu não. Fomos trabalhar para o meu pai e ele ganhava o dobro do que ganhava e trabalhava menos... minhas roupas eram da riachuelo e lojas baratas, as dele eram da m officer...",79,,3,diferenciacao_domestica,0,neutro,0,0
rodolfo.dutra12,rodolfo.dutra12,"Lembro de uma moça que conheci que a mãe dela a tratava como inimiga e mimava o menino, enquanto o pai a incentivava. Ela uma vez falou que a mãe dela disse para ela que sentia ciúmes dela com o pai. Talvez a conversa devesse começar por aí, sobre o sentimento de competição que alguns genitores tem com seus filhos e filhas.",2023-01-15T19:45:54Z,"Jan 15, 2023",122w,0,720,"Lembro de uma moça que conheci que a mãe dela a tratava como inimiga e mimava o menino, enquanto o pai a incentivava. Ela uma vez falou que a mãe dela disse para ela que sentia ciúmes dela com o pai. Talvez a conversa devesse começar por aí, sobre o sentimento de competição que alguns genitores tem com seus filhos e filhas.",62,,0,sem_categoria,0,neutro,0,0
tatimarques1209,tatimarques1209,"Tenho pensado sobre isso há algum tempo....Sou filha mais velha de 3 irmãos (os dois mais novos são homens). Lembro muito da minha adolescência qdo meu pai chamava todos p fazer faxina logo cedo! Todos nós trabalhávamos, tudo era separado confirme a idade, isto é, cada fazia conforme daria conta...nunca era mencionado sexo. Eu nunca fui tratada como a menininha ou princesinha e eles nunca foram privilegiados por serem homens. Eu nunca senti isso! Meus pais sempre nós davam conforme a necessidade , se um precisava de tenis, ganhava o tênis, outro precisava de calça, outro mochila e assim por diante, até hoje! Hoje tenho 3 filhos (2 meninas e 1 menino) e qdo vamos fazer algo todos são envolvidos nas tarefas conforme o que cabe a cada idade... não sei se está certo... mas me sinto assim😉🥰😘",2023-01-15T19:46:11Z,"Jan 15, 2023",122w,3,721,"Tenho pensado sobre isso há algum tempo....Sou filha mais velha de 3 irmãos (os dois mais novos são homens). Lembro muito da minha adolescência qdo meu pai chamava todos p fazer faxina logo cedo! Todos nós trabalhávamos, tudo era separado confirme a idade, isto é, cada fazia conforme daria conta...nunca era mencionado sexo. Eu nunca fui tratada como a menininha ou princesinha e eles nunca foram privilegiados por serem homens. Eu nunca senti isso! Meus pais sempre nós davam conforme a necessidade , se um precisava de tenis, ganhava o tênis, outro precisava de calça, outro mochila e assim por diante, até hoje! Hoje tenho 3 filhos (2 meninas e 1 menino) e qdo vamos fazer algo todos são envolvidos nas tarefas conforme o que cabe a cada idade... não sei se está certo... mas me sinto assim😉🥰😘",138,,1,diferenciacao_domestica,0,neutro,0,0
annaelisaricca,annaelisaricca,"Nossa! A lista tem vários itens, mas minha mãe acordava bem cedo eu e minha irmã para fazermos as coisas de casa, enquanto meu irmão dormia. Ela até fechava a porta do quarto dele pra ele continuar dormindo. Eu e minha irmã sempre tivemos obrigações domésticas, aprendemos a cozinhar aos 8-9 anos e meu irmão nunca fazia nada, só sentava pra acabar com a comida e depois ficava sentado no sofá, enquanto nós limpavamos tudo. Na adolescência, ele sempre deu trabalho, não tinha respeito por ninguém de casa, não tinha limites.... ele saiu da casa do meus pais quando engravidou a minha cunhada e foram morar juntos. Foi um alívio pro meus pais!",2023-01-15T19:49:15Z,"Jan 15, 2023",122w,0,722,"Nossa! A lista tem vários itens, mas minha mãe acordava bem cedo eu e minha irmã para fazermos as coisas de casa, enquanto meu irmão dormia. Ela até fechava a porta do quarto dele pra ele continuar dormindo. Eu e minha irmã sempre tivemos obrigações domésticas, aprendemos a cozinhar aos 8-9 anos e meu irmão nunca fazia nada, só sentava pra acabar com a comida e depois ficava sentado no sofá, enquanto nós limpavamos tudo. Na adolescência, ele sempre deu trabalho, não tinha respeito por ninguém de casa, não tinha limites.... ele saiu da casa do meus pais quando engravidou a minha cunhada e foram morar juntos. Foi um alívio pro meus pais!",113,,2,diferenciacao_domestica,0,neutro,0,0
tricia.m.alves,tricia.m.alves,"Meu irmão sempre teve liberdade para ir à casa de amigos, passar o fim de semana fora de casa (desde antes do 9 anos), e eu só podia raramente na casa de pessoas que meus pais conhecessem intimamente (1 ou 2 familias). Meu irmão foi incentivado a dirigir desde os 16 anos e meu pai pagou para ele tirar a CNH mas eu me casei sem ter CNH (aos 25 anos). Meu irmão foi incentivado a namorar e se conhecer, explorar sua sexualidade dentro e fora de casa. Eu não tive sequer oportunidade para falar sobre o que sentia.... É uma vida inteira tendo prioridades da família orientadas pelo genital... As necessidades do filho homem são mais importantes porque se não deixarmos ele fazer o que ele quer, ele ""vira gay""....",2023-01-15T19:50:27Z,"Jan 15, 2023",122w,0,723,"Meu irmão sempre teve liberdade para ir à casa de amigos, passar o fim de semana fora de casa (desde antes do 9 anos), e eu só podia raramente na casa de pessoas que meus pais conhecessem intimamente (1 ou 2 familias). Meu irmão foi incentivado a dirigir desde os 16 anos e meu pai pagou para ele tirar a CNH mas eu me casei sem ter CNH (aos 25 anos). Meu irmão foi incentivado a namorar e se conhecer, explorar sua sexualidade dentro e fora de casa. Eu não tive sequer oportunidade para falar sobre o que sentia.... É uma vida inteira tendo prioridades da família orientadas pelo genital... As necessidades do filho homem são mais importantes porque se não deixarmos ele fazer o que ele quer, ele ""vira gay""....",131,,3,diferenciacao_domestica,0,neutro,0,0
tatiana_01,tatiana_01,"Cansei de ouvir minha mãe falando: “Com três mulheres em casa, eu vou colocar seu irmão pra lavar banheiro?” Cuequinhas eram lavadas, dobradas e guardadas dentro da gaveta dele! Nossas calcinhas eram lavadas no banheiro por nós mesmas!.. Sempre fui taxada de mais irritada entre os três, a mais “bocuda”, mas era simplesmente o fato de ter que aguentar e ouvir tudo isso sem poder fazer nada…. Hoje lido muito melhor com isso e enxergo as coisas… E mais do que isso, ensino minha filha a não aceitar jamais, de ngm, inclusive de mim, situações como essas!!",2023-01-15T19:50:48Z,"Jan 15, 2023",122w,0,724,"Cansei de ouvir minha mãe falando: “Com três mulheres em casa, eu vou colocar seu irmão pra lavar banheiro?” Cuequinhas eram lavadas, dobradas e guardadas dentro da gaveta dele! Nossas calcinhas eram lavadas no banheiro por nós mesmas!.. Sempre fui taxada de mais irritada entre os três, a mais “bocuda”, mas era simplesmente o fato de ter que aguentar e ouvir tudo isso sem poder fazer nada…. Hoje lido muito melhor com isso e enxergo as coisas… E mais do que isso, ensino minha filha a não aceitar jamais, de ngm, inclusive de mim, situações como essas!!",97,,1,diferenciacao_domestica,-1,negativo,1,1
ligia_nina_monteiro,ligia_nina_monteiro,"Meu pai dava dinheiro pro meu irmão e não pra mim. E dizia que ele fazia isso pq o meu irmão precisava de dinheiro pra pagar as coisas pras “namoradasssss ( sim ! No plural) e eu não precisava disso.Meu irmão não precisava fazer nenhuma tarefa doméstica e eu tinha que “tomar vergonha na cara” e fazer as tarefas domésticas pq eu era mulher #Eu tinha que arrumar a cama do meu irmão pq afinal ele era homem é isso era tarefa de mulher. Meu irmão brincava na rua com as crianças e eu não podia pq lugar de menina era em casa e não na rua como muleke Meu irmão me batia muito e quando eu literalmente gritava ou esbravejada eu era a “arrumadora de confusão” a louca, a escandalosa, a “gritona” Eu tinha que ter capricho com meu material escolar e minha caligrafia. Meu irmão não precisava. Porque isso não é coisa de homem Quando meu irmão vazia o mínimo era uma festa. Um discurso de como ele era brilhando. Eu passei pra todas as faculdades públicas as quais prestei vestibular e não recebi um parabéns. Ao contrário, a preocupação era que essa ou aquela faculdade forma a pitanga e vagabundos Meu irmão recebeu a oportunidade de trabalhar no escritório do meu pai. Eu fui proibida de fazer um estágio ( que conquistei por méritos próprios ) pq mulher que trabalhava na verdade queria motivo pra sair de casa pra se envolver com homens Se eu ficar relatando aqui…. Vai dar um livro",2023-01-15T19:52:17Z,"Jan 15, 2023",122w,0,725,"Meu pai dava dinheiro pro meu irmão e não pra mim. E dizia que ele fazia isso pq o meu irmão precisava de dinheiro pra pagar as coisas pras “namoradasssss ( sim ! No plural) e eu não precisava disso.Meu irmão não precisava fazer nenhuma tarefa doméstica e eu tinha que “tomar vergonha na cara” e fazer as tarefas domésticas pq eu era mulher tinha que arrumar a cama do meu irmão pq afinal ele era homem é isso era tarefa de mulher. Meu irmão brincava na rua com as crianças e eu não podia pq lugar de menina era em casa e não na rua como muleke Meu irmão me batia muito e quando eu literalmente gritava ou esbravejada eu era a “arrumadora de confusão” a louca, a escandalosa, a “gritona” Eu tinha que ter capricho com meu material escolar e minha caligrafia. Meu irmão não precisava. Porque isso não é coisa de homem Quando meu irmão vazia o mínimo era uma festa. Um discurso de como ele era brilhando. Eu passei pra todas as faculdades públicas as quais prestei vestibular e não recebi um parabéns. Ao contrário, a preocupação era que essa ou aquela faculdade forma a pitanga e vagabundos Meu irmão recebeu a oportunidade de trabalhar no escritório do meu pai. Eu fui proibida de fazer um estágio ( que conquistei por méritos próprios ) pq mulher que trabalhava na verdade queria motivo pra sair de casa pra se envolver com homens Se eu ficar relatando aqui…. Vai dar um livro",254,,5,diferenciacao_domestica,0,neutro,0,0
deaonishi,deaonishi,"Tínhamos 3 cachorros e apesar de serem nossos só eu cuidava de verdade. Eu levava no vet, alimentava, passeava, fazia a comida, limpava o coco e o xixi, me preocupava em dar as vacinas e os remédios. Meu irmão apenas brincava quando queria e até hoje fala dos ‘nossos’ cachorros 😠.",2023-01-15T19:54:22Z,"Jan 15, 2023",122w,0,726,"Tínhamos 3 cachorros e apesar de serem nossos só eu cuidava de verdade. Eu levava no vet, alimentava, passeava, fazia a comida, limpava o coco e o xixi, me preocupava em dar as vacinas e os remédios. Meu irmão apenas brincava quando queria e até hoje fala dos ‘nossos’ cachorros 😠.",51,,0,sem_categoria,0,neutro,0,0
monike_pos,monike_pos,"Eu tinha q fazer com minhas irmãs as tarefas de casa, ser estudiosa... enquanto que meu irmão, 1 ano mais novo, por ser o único de 4 irmãs male limpava a garagem, quase repetiu de ano e mesmo assim recebendo todos os louros. Vídeo games e brinquedos q queria, brincando n rua, etc",2023-01-15T19:55:38Z,"Jan 15, 2023",122w,1,727,"Eu tinha q fazer com minhas irmãs as tarefas de casa, ser estudiosa... enquanto que meu irmão, 1 ano mais novo, por ser o único de 4 irmãs male limpava a garagem, quase repetiu de ano e mesmo assim recebendo todos os louros. Vídeo games e brinquedos q queria, brincando n rua, etc",53,,2,diferenciacao_domestica,0,neutro,0,0
ingmay,ingmay,"Em casa, era escancarado. Com 10 anos, eu já lavava a louça da família toda, enquanto meu primo (crescemos como irmãos) nunca teve que ajudar porque ""ele é homem e iria arranjar uma mulher pra fazer isso pra ele""",2023-01-15T19:55:48Z,"Jan 15, 2023",122w,0,728,"Em casa, era escancarado. Com 10 anos, eu já lavava a louça da família toda, enquanto meu primo (crescemos como irmãos) nunca teve que ajudar porque ""ele é homem e iria arranjar uma mulher pra fazer isso pra ele""",39,,1,diferenciacao_domestica,0,neutro,0,0
mariagrossinutri,mariagrossinutri,"Não tive diferença alguma em casa. Graças a Deus tudo igual. Mas, sei que meus pais são diferenciados. Hoje meus irmãos são diferenciados também. Graças a educação que tiveram!",2023-01-15T19:58:05Z,"Jan 15, 2023",122w,1,729,"Não tive diferença alguma em casa. Graças a Deus tudo igual. Mas, sei que meus pais são diferenciados. Hoje meus irmãos são diferenciados também. Graças a educação que tiveram!",29,,1,diferenciacao_domestica,0.25,positivo,0.25,2
gusmao_lola,gusmao_lola,"Cresci com um irmão que além de homem era o mais velho, logo, TUDO lá em casa era dividido entre “coisas de menino e coisas de menina” Exemplo: ele podia brincar na rua, eu só de tri de casaEle podia ter carrinhos, eu só bonecas E era bem escancarado o machismo quando eu pedia pra brincar com ele e os amiguinhos e simplesmente ouvia de todo mundo: “pra que ficar no meio dos meninos? Isso é coisa de vag@bunda” (eu tinha 6 anos)",2023-01-15T19:59:35Z,"Jan 15, 2023",122w,0,730,"Cresci com um irmão que além de homem era o mais velho, logo, TUDO lá em casa era dividido entre “coisas de menino e coisas de menina” Exemplo: ele podia brincar na rua, eu só de tri de casaEle podia ter carrinhos, eu só bonecas E era bem escancarado o machismo quando eu pedia pra brincar com ele e os amiguinhos e simplesmente ouvia de todo mundo: “pra que ficar no meio dos meninos? Isso é coisa de vag” (eu tinha 6 anos)",83,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
vemkmillamber_,vemkmillamber_,"Não tenho irmão, mas tenho uma irmã mais velha. Lendo os comentários, reparei que ela sempre teve mais liberdade de viajar do que eu pelo simples fato de que ela namorou praticamente a vida inteira, ou seja, ela podia viajar por conta da presença e supervisão (masculina) do namorado. Enquanto eu, que nunca namorei, sou julgada como ‘estranha’ por querer viajar/sair sozinha e até mesmo desestimulada a fazer tais coisas",2023-01-15T19:59:45Z,"Jan 15, 2023",122w,0,731,"Não tenho irmão, mas tenho uma irmã mais velha. Lendo os comentários, reparei que ela sempre teve mais liberdade de viajar do que eu pelo simples fato de que ela namorou praticamente a vida inteira, ou seja, ela podia viajar por conta da presença e supervisão (masculina) do namorado. Enquanto eu, que nunca namorei, sou julgada como ‘estranha’ por querer viajar/sair sozinha e até mesmo desestimulada a fazer tais coisas",70,,2,diferenciacao_liberdades,0,neutro,0,0
eva.fina,eva.fina,"Eu sempre quis aprender a dirigir e ouvia que precisava aprender sobre mecânica... daí meu pai me dava aula sobre como o carro funcionava. Quando tive meu primeiro emprego, com 19 anos paguei a autoescola. Não pode treinar com o carro da família pq: -""você não tem carteira, não pode dirigir..."". Depois que tirei a carteira não pude treinar pq tinha que ter meu carro...Mas quando meu irmão mais novo fez 17 anos meu pai ensinou a dirigir e ainda pagou a autoescola pra ele🦧 (só dirijo pq não desisti e depois que casei me aventurei em dirigir sozinha)",2023-01-15T20:04:14Z,"Jan 15, 2023",122w,0,732,"Eu sempre quis aprender a dirigir e ouvia que precisava aprender sobre mecânica... daí meu pai me dava aula sobre como o carro funcionava. Quando tive meu primeiro emprego, com 19 anos paguei a autoescola. Não pode treinar com o carro da família pq: -""você não tem carteira, não pode dirigir..."". Depois que tirei a carteira não pude treinar pq tinha que ter meu carro...Mas quando meu irmão mais novo fez 17 anos meu pai ensinou a dirigir e ainda pagou a autoescola pra ele🦧 (só dirijo pq não desisti e depois que casei me aventurei em dirigir sozinha)",99,,1,diferenciacao_educacional,0,neutro,0,0
oliveira.daii,oliveira.daii,"Eu já apanhei pq meu irmão não fez, a própria, tarefa da escola. Eu apanhei pq eu deveria ter ajudá-lo a fazer, mesmo ele não me falando ou pedindo (como eu fiz por diversas vezes). Claro, ele não apanhou. Sendo que, eu já executava todas as atividades domésticas em casa desde 9 anos e ainda era responsável pela ""educação"" dos irmãos mais novos ... Ele chegou na idade adulta sem fazer/saber quase nenhum serviço doméstico.",2023-01-15T20:04:15Z,"Jan 15, 2023",122w,0,733,"Eu já apanhei pq meu irmão não fez, a própria, tarefa da escola. Eu apanhei pq eu deveria ter ajudá-lo a fazer, mesmo ele não me falando ou pedindo (como eu fiz por diversas vezes). Claro, ele não apanhou. Sendo que, eu já executava todas as atividades domésticas em casa desde 9 anos e ainda era responsável pela ""educação"" dos irmãos mais novos ... Ele chegou na idade adulta sem fazer/saber quase nenhum serviço doméstico.",75,,2,diferenciacao_domestica,0,neutro,0,0
movewithcarolina,movewithcarolina,"Nem sei por onde começo. Tarefas de casa, independência pra sair e voltar a hora q quiser. Tanta coisa q nem cabe aqui.",2023-01-15T20:05:44Z,"Jan 15, 2023",122w,2,734,"Nem sei por onde começo. Tarefas de casa, independência pra sair e voltar a hora q quiser. Tanta coisa q nem cabe aqui.",23,,2,diferenciacao_domestica,0,neutro,0,0
jualves1212,jualves1212,"Exatamente! Eu sempre fiz tudo, ajudava desde cedo em casa e meu irmão na rua aprontando, solto mais do que tudo... se envolveu com várias mulheres, teve filhos, não tem um pingo de responsabilidade e vive na casa da minha mãe até hoje com quase 40 anos. Eu sai de lá casada, nunca trai meu esposo, vivi 12 anos casada. Divórciei e até hoje eu sou a louca e que nao presto. Se não venho de uma família maxista não sei qual o nome dar",2023-01-15T20:06:17Z,"Jan 15, 2023",122w,9,735,"Exatamente! Eu sempre fiz tudo, ajudava desde cedo em casa e meu irmão na rua aprontando, solto mais do que tudo... se envolveu com várias mulheres, teve filhos, não tem um pingo de responsabilidade e vive na casa da minha mãe até hoje com quase 40 anos. Eu sai de lá casada, nunca trai meu esposo, vivi 12 anos casada. Divórciei e até hoje eu sou a louca e que nao presto. Se não venho de uma família maxista não sei qual o nome dar",85,,1,diferenciacao_domestica,0,neutro,0,0
raquel_sanmor,raquel_sanmor,"Eu com 25 anos tendo que voltar pra casa antes da meia noite, afinal enquanto eu morasse na casa deles tinha que ""obedecer"". Meu irmão caçula com 15 anos voltando a hora que queria, isso quando nao saia na sexta e voltava na segunda.",2023-01-15T20:06:23Z,"Jan 15, 2023",122w,0,736,"Eu com 25 anos tendo que voltar pra casa antes da meia noite, afinal enquanto eu morasse na casa deles tinha que ""obedecer"". Meu irmão caçula com 15 anos voltando a hora que queria, isso quando nao saia na sexta e voltava na segunda.",44,,2,diferenciacao_domestica,0,neutro,0,0
patimiranda.sl,patimiranda.sl,Eu fazia o serviço de casa e meu pai pagou para meus irmãos tirarem carteira de motorista. Eu tirei por mim mesma aos 25.,2023-01-15T20:14:31Z,"Jan 15, 2023",122w,0,737,Eu fazia o serviço de casa e meu pai pagou para meus irmãos tirarem carteira de motorista. Eu tirei por mim mesma aos 25.,24,,1,diferenciacao_domestica,0,neutro,0,0
priscillalhullier,priscillalhullier,"Tenho muitas...mas a que mais exemplifica: sou a mais velha, e meu pai sempre ensinou e emprestava o carro para meus irmãos...Resultado: tinham carteira de motorista antes de mim. Mas, como era uma vontade minha desde sempre...assim que pude, paguei minha auto escola. Hoje meu pai, até mudou bastante, mas deixou sua herança para meus irmãos. Triste...",2023-01-15T20:15:49Z,"Jan 15, 2023",122w,0,738,"Tenho muitas...mas a que mais exemplifica: sou a mais velha, e meu pai sempre ensinou e emprestava o carro para meus irmãos...Resultado: tinham carteira de motorista antes de mim. Mas, como era uma vontade minha desde sempre...assim que pude, paguei minha auto escola. Hoje meu pai, até mudou bastante, mas deixou sua herança para meus irmãos. Triste...",57,,1,diferenciacao_educacional,-1,negativo,1,1
inner.beauty.skincare,inner.beauty.skincare,"Somos 4 em casa, eu sendo a única mulher, fomos criados iguais, ou seja todos capinava o lote, todos carregava pau para o fogão a lenha, etc. cada um com o esforço que podia. Em casa foi differente, um exemplo, eu aprendi a cozinhar com 23/24 anos só depois do nascimento do meu filho, já meus irmãos aprenderam antes dos 15. A grande maioria das coisas sempre fui criada igual os meninos então eu era mais “machinho”, no final todos graças a Deus sao trabalhadores fora e dentro de casa.",2023-01-15T20:16:43Z,"Jan 15, 2023",122w,0,739,"Somos 4 em casa, eu sendo a única mulher, fomos criados iguais, ou seja todos capinava o lote, todos carregava pau para o fogão a lenha, etc. cada um com o esforço que podia. Em casa foi differente, um exemplo, eu aprendi a cozinhar com 23/24 anos só depois do nascimento do meu filho, já meus irmãos aprenderam antes dos 15. A grande maioria das coisas sempre fui criada igual os meninos então eu era mais “machinho”, no final todos graças a Deus sao trabalhadores fora e dentro de casa.",90,,1,diferenciacao_domestica,1,positivo,1,1
pahannecker,pahannecker,"Com um irmão dois anos mais novo do que eu, sempre fui a única a ser cobrada em relação as tarefas de casa, sendo criticada constantemente por conta disso. Ao tentar debater iniciava uma discussão terrível na qual minha mãe me agredia psicologicamente",2023-01-15T20:17:51Z,"Jan 15, 2023",122w,0,740,"Com um irmão dois anos mais novo do que eu, sempre fui a única a ser cobrada em relação as tarefas de casa, sendo criticada constantemente por conta disso. Ao tentar debater iniciava uma discussão terrível na qual minha mãe me agredia psicologicamente",43,,1,diferenciacao_domestica,0,neutro,0,0
